date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:40:06	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2017%20Sep%202020%2005:40:06%20GMT	https://html-i0ipxhws.netdna-ssl.com/entrada/img/blog/thumb-06.jpg	/Users/zactyh/websites/2102%20skeleton/html-i0ipxhws.netdna-ssl.com/entrada/img/blog/thumb-06.jpg	(from https://html.waituk.com/entrada/blog-left-sidebar.html)
13:40:07	1485/1485	---M--	200	added ('OK')	image/jpeg	etag:%2259d484ed-5cd%22	https://html.waituk.com/entrada/img/blog/thumb-06.jpg	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/img/blog/thumb-06.jpg	(from https://html.waituk.com/entrada/blog-left-sidebar.html)
13:40:08	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2017%20Sep%202020%2005:40:08%20GMT	https://html-i0ipxhws.netdna-ssl.com/entrada/img/blog/thumb-07.jpg	/Users/zactyh/websites/2102%20skeleton/html-i0ipxhws.netdna-ssl.com/entrada/img/blog/thumb-07.jpg	(from https://html.waituk.com/entrada/blog-single.html)
13:40:09	1242/1242	---M--	200	added ('OK')	image/jpeg	etag:%2259d484ed-4da%22	https://html.waituk.com/entrada/img/blog/thumb-07.jpg	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/img/blog/thumb-07.jpg	(from https://html.waituk.com/entrada/blog-single.html)
13:40:10	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2017%20Sep%202020%2005:40:10%20GMT	https://html-i0ipxhws.netdna-ssl.com/entrada/img/blog/thumb-08.jpg	/Users/zactyh/websites/2102%20skeleton/html-i0ipxhws.netdna-ssl.com/entrada/img/blog/thumb-08.jpg	(from https://html.waituk.com/entrada/blog-single.html)
13:40:11	1216/1216	---M--	200	added ('OK')	image/jpeg	etag:%2259d484ed-4c0%22	https://html.waituk.com/entrada/img/blog/thumb-08.jpg	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/img/blog/thumb-08.jpg	(from https://html.waituk.com/entrada/blog-single.html)
13:40:12	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2017%20Sep%202020%2005:40:12%20GMT	https://html-i0ipxhws.netdna-ssl.com/entrada/img/blog/thumb-09.jpg	/Users/zactyh/websites/2102%20skeleton/html-i0ipxhws.netdna-ssl.com/entrada/img/blog/thumb-09.jpg	(from https://html.waituk.com/entrada/blog-single.html)
13:40:13	1233/1233	---M--	200	added ('OK')	image/jpeg	etag:%2259d484ed-4d1%22	https://html.waituk.com/entrada/img/blog/thumb-09.jpg	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/img/blog/thumb-09.jpg	(from https://html.waituk.com/entrada/blog-single.html)
13:40:14	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Sep%202020%2005:40:14%20GMT	https://html.waituk.com/entrada/vendors/jquery-ui/images/ui-bg_highlight-soft_100_eeeeee_1x100.png	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/vendors/jquery-ui/images/ui-bg_highlight-soft_100_eeeeee_1x100.png	(from https://html.waituk.com/entrada/vendors/jquery-ui/jquery-ui.min.css)
13:40:15	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2017%20Sep%202020%2005:40:14%20GMT	https://html-i0ipxhws.netdna-ssl.com/entrada/img/listing/img-01.jpg	/Users/zactyh/websites/2102%20skeleton/html-i0ipxhws.netdna-ssl.com/entrada/img/listing/img-01.jpg	(from https://html.waituk.com/entrada/index.html)
13:40:15	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2017%20Sep%202020%2005:40:15%20GMT	https://html-i0ipxhws.netdna-ssl.com/entrada/vendors/revolution/js/extensions/revolution.extension.parallax.min.js	/Users/zactyh/websites/2102%20skeleton/html-i0ipxhws.netdna-ssl.com/entrada/vendors/revolution/js/extensions/revolution.extension.parallax.min.js	(from https://html.waituk.com/entrada/index.html)
13:40:16	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Sep%202020%2005:40:15%20GMT	https://html.waituk.com/entrada/vendors/jquery-ui/images/ui-bg_gloss-wave_35_f6a828_500x100.png	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/vendors/jquery-ui/images/ui-bg_gloss-wave_35_f6a828_500x100.png	(from https://html.waituk.com/entrada/vendors/jquery-ui/jquery-ui.min.css)
13:40:17	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Sep%202020%2005:40:17%20GMT	https://html.waituk.com/entrada/vendors/jquery-ui/images/ui-bg_glass_100_f6f6f6_1x400.png	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/vendors/jquery-ui/images/ui-bg_glass_100_f6f6f6_1x400.png	(from https://html.waituk.com/entrada/vendors/jquery-ui/jquery-ui.min.css)
13:40:18	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Sep%202020%2005:40:18%20GMT	https://html.waituk.com/entrada/vendors/jquery-ui/images/ui-bg_glass_100_fdf5ce_1x400.png	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/vendors/jquery-ui/images/ui-bg_glass_100_fdf5ce_1x400.png	(from https://html.waituk.com/entrada/vendors/jquery-ui/jquery-ui.min.css)
13:40:19	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Sep%202020%2005:40:19%20GMT	https://html.waituk.com/entrada/vendors/jquery-ui/images/ui-bg_glass_65_ffffff_1x400.png	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/vendors/jquery-ui/images/ui-bg_glass_65_ffffff_1x400.png	(from https://html.waituk.com/entrada/vendors/jquery-ui/jquery-ui.min.css)
13:40:20	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Sep%202020%2005:40:20%20GMT	https://html.waituk.com/entrada/vendors/jquery-ui/images/ui-bg_highlight-soft_75_ffe45c_1x100.png	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/vendors/jquery-ui/images/ui-bg_highlight-soft_75_ffe45c_1x100.png	(from https://html.waituk.com/entrada/vendors/jquery-ui/jquery-ui.min.css)
13:40:21	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Sep%202020%2005:40:21%20GMT	https://html.waituk.com/entrada/vendors/jquery-ui/images/ui-bg_diagonals-thick_18_b81900_40x40.png	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/vendors/jquery-ui/images/ui-bg_diagonals-thick_18_b81900_40x40.png	(from https://html.waituk.com/entrada/vendors/jquery-ui/jquery-ui.min.css)
13:40:22	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Sep%202020%2005:40:22%20GMT	https://html.waituk.com/entrada/vendors/jquery-ui/images/ui-icons_222222_256x240.png	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/vendors/jquery-ui/images/ui-icons_222222_256x240.png	(from https://html.waituk.com/entrada/vendors/jquery-ui/jquery-ui.min.css)
13:40:23	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Sep%202020%2005:40:22%20GMT	https://html.waituk.com/entrada/vendors/jquery-ui/images/ui-icons_ffffff_256x240.png	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/vendors/jquery-ui/images/ui-icons_ffffff_256x240.png	(from https://html.waituk.com/entrada/vendors/jquery-ui/jquery-ui.min.css)
13:40:24	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Sep%202020%2005:40:24%20GMT	https://html.waituk.com/entrada/vendors/jquery-ui/images/ui-icons_ef8c08_256x240.png	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/vendors/jquery-ui/images/ui-icons_ef8c08_256x240.png	(from https://html.waituk.com/entrada/vendors/jquery-ui/jquery-ui.min.css)
13:40:25	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Sep%202020%2005:40:25%20GMT	https://html.waituk.com/entrada/vendors/jquery-ui/images/ui-icons_228ef1_256x240.png	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/vendors/jquery-ui/images/ui-icons_228ef1_256x240.png	(from https://html.waituk.com/entrada/vendors/jquery-ui/jquery-ui.min.css)
13:40:26	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Sep%202020%2005:40:26%20GMT	https://html.waituk.com/entrada/vendors/jquery-ui/images/ui-icons_ffd27a_256x240.png	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/vendors/jquery-ui/images/ui-icons_ffd27a_256x240.png	(from https://html.waituk.com/entrada/vendors/jquery-ui/jquery-ui.min.css)
13:40:27	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Sep%202020%2005:40:27%20GMT	https://html.waituk.com/entrada/vendors/jquery-ui/images/ui-bg_diagonals-thick_20_666666_40x40.png	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/vendors/jquery-ui/images/ui-bg_diagonals-thick_20_666666_40x40.png	(from https://html.waituk.com/entrada/vendors/jquery-ui/jquery-ui.min.css)
13:40:28	178/178	---M--	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Sep%202020%2005:40:28%20GMT	https://html.waituk.com/entrada/vendors/jquery-ui/images/ui-bg_flat_10_000000_40x100.png	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/vendors/jquery-ui/images/ui-bg_flat_10_000000_40x100.png	(from https://html.waituk.com/entrada/vendors/jquery-ui/jquery-ui.min.css)
13:40:29	1362/1362	---M--	200	added ('OK')	image/png	etag:%2251ba2b30-552%22	https://html.waituk.com/entrada/vendors/fancybox/fancybox_sprite.png	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/vendors/fancybox/fancybox_sprite.png	(from https://html.waituk.com/entrada/vendors/fancybox/jquery.fancybox.css)
13:40:30	6567/6567	---M--	200	added ('OK')	image/gif	etag:%2251ba2b30-19a7%22	https://html.waituk.com/entrada/vendors/fancybox/fancybox_loading.gif	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/vendors/fancybox/fancybox_loading.gif	(from https://html.waituk.com/entrada/vendors/fancybox/jquery.fancybox.css)
13:40:31	43/43	---M--	200	added ('OK')	image/gif	etag:%2251ba2b30-2b%22	https://html.waituk.com/entrada/vendors/fancybox/blank.gif	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/vendors/fancybox/blank.gif	(from https://html.waituk.com/entrada/vendors/fancybox/jquery.fancybox.css)
13:40:32	1003/1003	---M--	200	added ('OK')	image/png	etag:%2251ba2b30-3eb%22	https://html.waituk.com/entrada/vendors/fancybox/fancybox_overlay.png	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/vendors/fancybox/fancybox_overlay.png	(from https://html.waituk.com/entrada/vendors/fancybox/jquery.fancybox.css)
13:40:33	6553/6553	---M--	200	added ('OK')	image/png	etag:%2251ba2b30-1999%22	https://html.waituk.com/entrada/vendors/fancybox/fancybox_sprite@2x.png	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/vendors/fancybox/fancybox_sprite@2x.png	(from https://html.waituk.com/entrada/vendors/fancybox/jquery.fancybox.css)
13:40:34	13984/13984	---M--	200	added ('OK')	image/gif	etag:%2251ba2b30-36a0%22	https://html.waituk.com/entrada/vendors/fancybox/fancybox_loading@2x.gif	/Users/zactyh/websites/2102%20skeleton/html.waituk.com/entrada/vendors/fancybox/fancybox_loading@2x.gif	(from https://html.waituk.com/entrada/vendors/fancybox/jquery.fancybox.css)
13:40:35	18285/18285	---M--	200	added ('OK')	image/jpeg	etag:%2259d48511-476d%22	https://html.waituk.com/entrada/img/listing/img-01.jpg	/Users/zactyh/websites/2102%20skeleton/html-i0ipxhws.netdna-ssl.com/entrada/img/listing/img-01.jpg	(from https://html.waituk.com/entrada/index.html)
13:40:37	8556/8556	---MCZ	200	added ('OK')	application/javascript	etag:W/%22568a5b9f-216c%22	https://html.waituk.com/entrada/vendors/revolution/js/extensions/revolution.extension.parallax.min.js	/Users/zactyh/websites/2102%20skeleton/html-i0ipxhws.netdna-ssl.com/entrada/vendors/revolution/js/extensions/revolution.extension.parallax.min.js	(from https://html.waituk.com/entrada/index.html)
13:40:37	194/194	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2017%20Sep%202020%2005:40:35%20GMT	https://html-i0ipxhws.netdna-ssl.com/entrada/img/generic/img-09.jpg	/Users/zactyh/websites/2102%20skeleton/html-i0ipxhws.netdna-ssl.com/entrada/img/generic/img-09.jpg	(from https://html.waituk.com/entrada/tour-detail.html)
13:40:37	22763/22763	---M--	200	added ('OK')	image/jpeg	etag:%2259d484f5-58eb%22	https://html.waituk.com/entrada/img/generic/img-09.jpg	/Users/zactyh/websites/2102%20skeleton/html-i0ipxhws.netdna-ssl.com/entrada/img/generic/img-09.jpg	(from https://html.waituk.com/entrada/tour-detail.html)
